# 출처: https://datalaw.kr/mediation/ · 수집일 2026-09-11 · 개인정보분쟁조정위원회 공개 사례에서 기계 추출한 요약으로 정확성을 보증하지 않습니다. 근거로 쓰기 전에 위원회 원문을 확인하십시오 · 정정 요청: hyunsub.lee@seumlaw.com
연번,연도,구분,침해유형,제목,손해배상 금액,결론,판단 이유,인용 조문,원문,행 주소
694,2004,조정결정사례,개인정보 취급자에 의한 누설·유출·훼손 등,이동통신사업자가 고객의 동의없이 음성사서함 내의 음성메시지를 삭제한 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=145&VA=content,https://datalaw.kr/mediation/#m-145
695,2004,조정결정사례,개인정보 취급자에 의한 누설·유출·훼손 등,이동통신사업자가 고객이 이용한 바 없는 성인컨텐츠 이용료를 부과한 건,71만원,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=144&VA=content,https://datalaw.kr/mediation/#m-144
696,2004,조정결정사례,열람·정정·삭제·처리정지·동의철회 요구 불응,이동통신사업자가 가입자(만9세) 법정대리인의 개인정보에 대한 열람을 거부한 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=143&VA=content,https://datalaw.kr/mediation/#m-143
697,2004,조정결정사례,열람·정정·삭제·처리정지·동의철회 요구 불응,이동통신사업자가 신청인의 완전한 통화내역 열람요구에 불응한 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=142&VA=content,https://datalaw.kr/mediation/#m-142
698,2004,조정결정사례,열람·정정·삭제·처리정지·동의철회 요구 불응,모바일 폰팅서비스 사업자가 고객의 동의철회 요구 등에 불응한 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=141&VA=content,https://datalaw.kr/mediation/#m-141
699,2004,조정결정사례,개인정보보호 기술적·관리적·물리적 조치미비,메신저서비스 제공회사가 시스템 오류로 인하여 고객의 메신저 대화상대목록을 제3자에게 누출시킨 건,"100,000원",,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=140&VA=content,https://datalaw.kr/mediation/#m-140
700,2004,조정결정사례,개인정보 취급자에 의한 누설·유출·훼손 등,이동통신사업자가 고객의 동의없이 요금제 정보를 무단 변경시킨 건,"70,869원; 80,000원",,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=139&VA=content,https://datalaw.kr/mediation/#m-139
701,2004,조정결정사례,개인정보 취급자에 의한 누설·유출·훼손 등,이동통신사업자가 고객의 동의없이 이동전화번호 등 개인정보를 임의로 변경한 건,"200,000원",,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=138&VA=content,https://datalaw.kr/mediation/#m-138
702,2004,조정결정사례,기타 개인정보 침해,통신사업자가 부가서비스 위탁사실을 고지하지 아니하고 고객 개인정보를 부가서비스 업체에 제공한 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=137&VA=content,https://datalaw.kr/mediation/#m-137
703,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,국내외 관련 판례 및 사례,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=136&VA=content,https://datalaw.kr/mediation/#m-136
704,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,병원이 동의없이 건강검진 수진자의 개인정보를 제약회사에 제공한 건,"1,000,000원",,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=135&VA=content,https://datalaw.kr/mediation/#m-135
705,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,온라인 사업자가 동의없이 고객의 개인정보를 보험판매 대행업자에게 제공한 건,"500,000원",,,제24조,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=134&VA=content,https://datalaw.kr/mediation/#m-134
706,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,이동통신사업자가 법원의 사실조회 요청에 따라 고객의 통화내역을 제공한 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=133&VA=content,https://datalaw.kr/mediation/#m-133
707,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,모바일컨텐츠사업자가 고객의 자기소개 동영상을 동의없이 제3자에게 제공한 건,"3,000,000원; 500,000원",,,제24조,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=132&VA=content,https://datalaw.kr/mediation/#m-132
708,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,보험사가 고객정보를 타 보험사에 무단으로 제공한 건,"100만원; 200,000원",,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=131&VA=content,https://datalaw.kr/mediation/#m-131
709,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,이동통신사업자가 업무상 과실로 인하여 고객의 통화내역을 제3자에게 제공한 건,"10,000,000원",,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=130&VA=content,https://datalaw.kr/mediation/#m-130
710,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,개인정보의 목적외 이용 관련 국내외 판례,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=129&VA=content,https://datalaw.kr/mediation/#m-129
711,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,쇼핑몰사업자가 동의없이 비회원 물품구매자의 전자우편 주소를 이용하여 광고성 전자우편을 발송한 건,"300,000원",,,제24조 · 제29조 · 제50조,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=128&VA=content,https://datalaw.kr/mediation/#m-128
712,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,통신사업자가 동의없이 고객의 명의를 이용하여 이동전화서비스에 무단 가입시킨 건,"200,000원",,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=127&VA=content,https://datalaw.kr/mediation/#m-127
713,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,이동통신사업자가 고객의 성명 및 고객 여자친구 어머니의 주민등록번호를 이용하여 이동전화를 신규개통한 건,"500,000원",,,제24조,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=126&VA=content,https://datalaw.kr/mediation/#m-126
714,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,통신사업자가 동의없이 고객의 요금결제 계좌정보를 무단으로 이용한 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=125&VA=content,https://datalaw.kr/mediation/#m-125
715,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,통신사업자가 동의없이 고객의 개인정보를 자사의 서비스 홍보에 무단 이용한 건,"50,000원",,,제24조,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=124&VA=content,https://datalaw.kr/mediation/#m-124
716,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,통신사업자가 해지고객의 개인정보를 이용하여 인터넷서비스에 재가입시킨 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=123&VA=content,https://datalaw.kr/mediation/#m-123
717,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,방송컨텐츠사업자 및 신용카드사가 고객정보를 무단 이용하여 신용카드를 발급한 건,200만원,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=122&VA=content,https://datalaw.kr/mediation/#m-122
718,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,인터넷서비스 사업자가 동의없이 해지고객의 개인정보를 서비스 재가입에 무단 이용한 건,"37,000원; 300,000원",,,제24조,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=121&VA=content,https://datalaw.kr/mediation/#m-121
719,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,번역서비스업체가 입사지원자의 이력정보를 자사 웹사이트에 무단개재한 건,"500,000원; 200,000원",,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=120&VA=content,https://datalaw.kr/mediation/#m-120
720,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,이동통신사업자가 자사 고객의 개인정보를 이용하여 부가서비스에 무단 가입시킨 건,"25,000원; 1,000,000원",,,제24조,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=119&VA=content,https://datalaw.kr/mediation/#m-119
721,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,통신사업자가 고객의 동의없이 채권추심을 목적으로 개인정보를 조회한 건,100만원,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=118&VA=content,https://datalaw.kr/mediation/#m-118
722,2004,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,통신사업자가 자사 고객의 개인정보를 이용하여 정액요금제 부가서비스에 무단 가입시킨 건,"1,000,000원; 500,000원",,,제24조,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=117&VA=content,https://datalaw.kr/mediation/#m-117
723,2004,조정결정사례,동의 없는 개인정보 수집,동의없는 개인정보 수집 관련 국외 판례 및 사례,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=116&VA=content,https://datalaw.kr/mediation/#m-116
724,2004,조정결정사례,동의 없는 개인정보 수집,신용정보회사가 채권추심을 위하여 이용자의 동의없이 개인정보를 수집한 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=115&VA=content,https://datalaw.kr/mediation/#m-115
725,2004,조정결정사례,동의 없는 개인정보 수집,중고휴대폰 판매사업자가 개인정보가 포함된 신청인의 인터넷 게시물을 무단으로 수집․이용한 건,"50,000원",,,제22조,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=114&VA=content,https://datalaw.kr/mediation/#m-114
726,2004,조정결정사례,동의 없는 개인정보 수집,의류사업자의 퇴사 직원이 동의없이 신청인의 개인정보를 수집하여 백화점 회원카드에 무단 가입시킨 건,"300,000원",,,제25조,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=113&VA=content,https://datalaw.kr/mediation/#m-113
727,2004,조정결정사례,동의 없는 개인정보 수집,이동통신사업자 대리점이 타인의 주민등록번호를 임의로 생성한 후 이를 이동전화 가입에 무단으로 이용한 건,"1,500,000원",,,제22조,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=112&VA=content,https://datalaw.kr/mediation/#m-112
728,2003,조정결정사례,기타 개인정보 침해,이동통신사업자가 이용자의 동의없이 이동전화의 명의를 무단변경 한 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=84&VA=content,https://datalaw.kr/mediation/#m-84
729,2003,조정결정사례,기타 개인정보 침해,성형외과 병원이 고객의 성형수술 전후사진을 웹사이트에 무단으로 게재한 건,"1,000만원",,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=83&VA=content,https://datalaw.kr/mediation/#m-83
730,2003,조정결정사례,기타 개인정보 침해,스티커사진 전문점이 고객의 얼굴사진을 무단으로 게재한 건,100만원,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=82&VA=content,https://datalaw.kr/mediation/#m-82
731,2003,조정결정사례,기타 개인정보 침해,통신사업자가 死者의 개인정보를 이용하여 부가서비스에 무단 가입시킨 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=81&VA=content,https://datalaw.kr/mediation/#m-81
732,2003,조정결정사례,개인정보 취급자에 의한 누설·유출·훼손 등,인터넷 서비스제공자가 이용자의 인터넷 메시지를 무단 감시한 건,"1,000만원",,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=80&VA=content,https://datalaw.kr/mediation/#m-80
733,2003,조정결정사례,보유기간 경과나 목적달성 후 개인정보 미파기,온라인 게임사업자가 회원 탈퇴한 이용자의 사진을 파기하지 않아 사진이 누출된 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=79&VA=content,https://datalaw.kr/mediation/#m-79
734,2003,조정결정사례,보유기간 경과나 목적달성 후 개인정보 미파기,인터넷 서비스제공자가 회원 탈퇴후 개인정보를 파기하지 아니하고 이를 당초 수집목적 외로 이용한 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=78&VA=content,https://datalaw.kr/mediation/#m-78
735,2003,조정결정사례,보유기간 경과나 목적달성 후 개인정보 미파기,이동통신사업자가 자사의 서비스 해지고객 개인정보를 파기하지 아니하고 이를 보관한 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=77&VA=content,https://datalaw.kr/mediation/#m-77
736,2003,조정결정사례,개인정보보호 기술적·관리적·물리적 조치미비,통신사업자 웹사이트에서 본인확인 시스템 미비로 인하여 개인정보 침해가 발생한 건,50만원,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=76&VA=content,https://datalaw.kr/mediation/#m-76
737,2003,조정결정사례,개인정보보호 기술적·관리적·물리적 조치미비,웹사이트 자동로그인 기능 오류로 인하여 타인 PC에 개인정보가 유출된 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=75&VA=content,https://datalaw.kr/mediation/#m-75
738,2003,조정결정사례,개인정보보호 기술적·관리적·물리적 조치미비,여행사 웹사이트의 기술적 조치 미비로 인하여 개인정보가 누출된건,"2,000,000원",,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=74&VA=content,https://datalaw.kr/mediation/#m-74
739,2003,조정결정사례,개인정보보호 기술적·관리적·물리적 조치미비,통신사업자의 업무상 과실로 인하여 신청인의 요금결제정보가 무단변경된 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=73&VA=content,https://datalaw.kr/mediation/#m-73
740,2003,조정결정사례,개인정보보호 기술적·관리적·물리적 조치미비,통신사업자의 안전성 조치 미확보로 인하여 개인정보가 누출된 건,"1,000,000원",,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=72&VA=content,https://datalaw.kr/mediation/#m-72
741,2003,조정결정사례,개인정보보호 기술적·관리적·물리적 조치미비,사업자가 취직 희망자의 이력서 관리를 소홀히 하여 웹사이트에서 이력서가 공개된 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=71&VA=content,https://datalaw.kr/mediation/#m-71
742,2003,조정결정사례,개인정보보호 기술적·관리적·물리적 조치미비,웹사이트 회원 개인정보DB를 소홀히 관리하여 개인정보가 누출된 건,,,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=70&VA=content,https://datalaw.kr/mediation/#m-70
743,2003,조정결정사례,수집한 목적 외 이용 또는 제3자 제공,인터넷 서비스사업자가 이용자의 인터넷 서비스 접속비밀번호를 이용자의 아들에게 동의 없이 제공한 건,"1,000,000원",,,,https://www.kopico.go.kr/mng/exammngMain.do#AC=/mng/exammngDetail.do?seq_no=69&VA=content,https://datalaw.kr/mediation/#m-69
